season,week,date,game_id,team,opponent,player,position,is_home,expected_td,anytime_td_prob,exp_rush_td,exp_rec_td
2025,1,2025-09-07,2025_01_DET_GB,Detroit Lions,Green Bay Packers,Sione Vaki,RB,0,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_DET_GB,Green Bay Packers,Detroit Lions,Jayden Reed,WR,1,0.8301556424301257,0.5640185761677637,0.0,0.8301556424301257
2025,1,2025-09-07,2025_01_DET_GB,Green Bay Packers,Detroit Lions,Josh Jacobs,RB,1,0.7016861748437244,0.5042513203101269,0.41234639548560764,0.2893397793581167
2025,1,2025-09-07,2025_01_DET_GB,Green Bay Packers,Detroit Lions,Tucker Kraft,TE,1,0.44796979174848905,0.3610760154831816,0.0,0.44796979174848905
2025,1,2025-09-07,2025_01_DET_GB,Green Bay Packers,Detroit Lions,Jordan Love,QB,1,0.19884030581386064,0.18031921886312552,0.19884030581386064,0.0
2025,1,2025-09-07,2025_01_DET_GB,Green Bay Packers,Detroit Lions,Ben Sims,TE,1,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_DET_GB,Green Bay Packers,Detroit Lions,Bo Melton,WR,1,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_DET_GB,Green Bay Packers,Detroit Lions,Chris Brooks,RB,1,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_DET_GB,Green Bay Packers,Detroit Lions,Dontayvion Wicks,WR,1,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_DET_GB,Green Bay Packers,Detroit Lions,Emanuel Wilson,RB,1,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_DET_GB,Green Bay Packers,Detroit Lions,John FitzPatrick,TE,1,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_DET_GB,Green Bay Packers,Detroit Lions,Luke Musgrave,TE,1,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_DET_GB,Green Bay Packers,Detroit Lions,Malik Willis,QB,1,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_DET_GB,Green Bay Packers,Detroit Lions,Malik Heath,WR,1,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_DET_GB,Green Bay Packers,Detroit Lions,Matthew Golden,WR,1,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_DET_GB,Green Bay Packers,Detroit Lions,Romeo Doubs,WR,1,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_DET_GB,Green Bay Packers,Detroit Lions,Savion Williams,WR,1,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_HOU_LA,Houston Texans,Los Angeles Rams,Braxton Berrios,WR,0,0.922109505547592,0.6023207509590635,0.0,0.922109505547592
2025,1,2025-09-07,2025_01_HOU_LA,Houston Texans,Los Angeles Rams,Nick Chubb,RB,0,0.7501726823579563,0.5277150095867421,0.45548185287670495,0.29469082948125136
2025,1,2025-09-07,2025_01_HOU_LA,Houston Texans,Los Angeles Rams,Dalton Schultz,TE,0,0.5564871756396028,0.42678085056503723,0.0,0.5564871756396028
2025,1,2025-09-07,2025_01_HOU_LA,Houston Texans,Los Angeles Rams,C.J. Stroud,QB,0,0.2359591658719995,0.21018707540360615,0.2359591658719995,0.0
2025,1,2025-09-07,2025_01_HOU_LA,Houston Texans,Los Angeles Rams,British Brooks,RB,0,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_HOU_LA,Houston Texans,Los Angeles Rams,Cade Stover,TE,0,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_HOU_LA,Houston Texans,Los Angeles Rams,Christian Kirk,WR,0,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_HOU_LA,Houston Texans,Los Angeles Rams,Dameon Pierce,RB,0,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_HOU_LA,Houston Texans,Los Angeles Rams,Dare Ogunbowale,RB,0,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_HOU_LA,Houston Texans,Los Angeles Rams,Davis Mills,QB,0,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_HOU_LA,Houston Texans,Los Angeles Rams,Graham Mertz,QB,0,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_HOU_LA,Houston Texans,Los Angeles Rams,Jayden Higgins,WR,0,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_HOU_LA,Houston Texans,Los Angeles Rams,Jaylin Noel,WR,0,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_HOU_LA,Houston Texans,Los Angeles Rams,Justin Watson,WR,0,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_HOU_LA,Houston Texans,Los Angeles Rams,Nico Collins,WR,0,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_HOU_LA,Houston Texans,Los Angeles Rams,Woody Marks,RB,0,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_HOU_LA,Houston Texans,Los Angeles Rams,Xavier,WR,0,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_HOU_LA,Los Angeles Rams,Houston Texans,Xavier Smith,WR,1,0.8408447261107734,0.5686539997395614,0.0,0.8408447261107734
2025,1,2025-09-07,2025_01_HOU_LA,Los Angeles Rams,Houston Texans,Kyren Williams,RB,1,0.6777362841031613,0.492234871658647,0.4160828463773308,0.2616534377258305
2025,1,2025-09-07,2025_01_HOU_LA,Los Angeles Rams,Houston Texans,Tyler Higbee,TE,1,0.4327285021579806,0.3512634015158699,0.0,0.4327285021579806
2025,1,2025-09-07,2025_01_HOU_LA,Los Angeles Rams,Houston Texans,Matthew Stafford,QB,1,0.1825333867823614,0.16684317296168238,0.1825333867823614,0.0
2025,1,2025-09-07,2025_01_HOU_LA,Los Angeles Rams,Houston Texans,Blake Corum,RB,1,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_HOU_LA,Los Angeles Rams,Houston Texans,Colby Parkinson,TE,1,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_HOU_LA,Los Angeles Rams,Houston Texans,Davante Adams,WR,1,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_HOU_LA,Los Angeles Rams,Houston Texans,Davis Allen,TE,1,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_HOU_LA,Los Angeles Rams,Houston Texans,Jarquez Hunter,RB,1,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_HOU_LA,Los Angeles Rams,Houston Texans,Jimmy Garoppolo,QB,1,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_HOU_LA,Los Angeles Rams,Houston Texans,Jordan Whittington,WR,1,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_HOU_LA,Los Angeles Rams,Houston Texans,Konata Mumpfield,WR,1,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_HOU_LA,Los Angeles Rams,Houston Texans,Puka Nacua,WR,1,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_HOU_LA,Los Angeles Rams,Houston Texans,Stetson Bennett,QB,1,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_HOU_LA,Los Angeles Rams,Houston Texans,Terrance Ferguson,TE,1,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_HOU_LA,Los Angeles Rams,Houston Texans,Tutu Atwell,WR,1,0.0,0.0,0.0,0.0
2025,1,2025-09-05,2025_01_KC_LAC,Kansas City Chiefs,Los Angeles Chargers,Nikko Remigio,WR,0,0.9308051962782785,0.6057638549392104,0.0,0.9308051962782785
2025,1,2025-09-05,2025_01_KC_LAC,Kansas City Chiefs,Los Angeles Chargers,Isiah Pacheco,RB,0,0.8353442163665548,0.5662748395637089,0.4780254455377416,0.3573187708288131
2025,1,2025-09-05,2025_01_KC_LAC,Kansas City Chiefs,Los Angeles Chargers,Travis Kelce,TE,0,0.600494909780379,0.4514599089515703,0.0,0.600494909780379
2025,1,2025-09-05,2025_01_KC_LAC,Kansas City Chiefs,Los Angeles Chargers,Patrick Mahomes,QB,0,0.2583856284740838,0.2277026451748415,0.2583856284740838,0.0
2025,1,2025-09-05,2025_01_KC_LAC,Kansas City Chiefs,Los Angeles Chargers,Brashard Smith,RB,0,0.0,0.0,0.0,0.0
2025,1,2025-09-05,2025_01_KC_LAC,Kansas City Chiefs,Los Angeles Chargers,Elijah Mitchell,RB,0,0.0,0.0,0.0,0.0
2025,1,2025-09-05,2025_01_KC_LAC,Kansas City Chiefs,Los Angeles Chargers,Gardner Minshew,QB,0,0.0,0.0,0.0,0.0
2025,1,2025-09-05,2025_01_KC_LAC,Kansas City Chiefs,Los Angeles Chargers,Jalen Royals,WR,0,0.0,0.0,0.0,0.0
2025,1,2025-09-05,2025_01_KC_LAC,Kansas City Chiefs,Los Angeles Chargers,Jared Wiley,TE,0,0.0,0.0,0.0,0.0
2025,1,2025-09-05,2025_01_KC_LAC,Kansas City Chiefs,Los Angeles Chargers,Jason Brownlee,WR,0,0.0,0.0,0.0,0.0
2025,1,2025-09-05,2025_01_KC_LAC,Kansas City Chiefs,Los Angeles Chargers,JuJu Smith-Schuster,WR,0,0.0,0.0,0.0,0.0
2025,1,2025-09-05,2025_01_KC_LAC,Kansas City Chiefs,Los Angeles Chargers,Kareem Hunt,RB,0,0.0,0.0,0.0,0.0
2025,1,2025-09-05,2025_01_KC_LAC,Kansas City Chiefs,Los Angeles Chargers,Marquise Brown,WR,0,0.0,0.0,0.0,0.0
2025,1,2025-09-05,2025_01_KC_LAC,Kansas City Chiefs,Los Angeles Chargers,Noah Gray,TE,0,0.0,0.0,0.0,0.0
2025,1,2025-09-05,2025_01_KC_LAC,Kansas City Chiefs,Los Angeles Chargers,Robert Tonyan,TE,0,0.0,0.0,0.0,0.0
2025,1,2025-09-05,2025_01_KC_LAC,Kansas City Chiefs,Los Angeles Chargers,Tyquan Thornton,WR,0,0.0,0.0,0.0,0.0
2025,1,2025-09-05,2025_01_KC_LAC,Kansas City Chiefs,Los Angeles Chargers,Xavier Worthy,WR,0,0.0,0.0,0.0,0.0
2025,1,2025-09-05,2025_01_KC_LAC,Los Angeles Chargers,Kansas City Chiefs,Derius Davis,WR,1,0.8668045966472142,0.5797075904133446,0.0,0.8668045966472142
2025,1,2025-09-05,2025_01_KC_LAC,Los Angeles Chargers,Kansas City Chiefs,Najee Harris,RB,1,0.7159848847563354,0.5112894488776866,0.4040831041435907,0.31190178061274465
2025,1,2025-09-05,2025_01_KC_LAC,Los Angeles Chargers,Kansas City Chiefs,Will Dissly,TE,1,0.4693623140096034,0.3745990494233026,0.0,0.4693623140096034
2025,1,2025-09-05,2025_01_KC_LAC,Los Angeles Chargers,Kansas City Chiefs,Justin Herbert,QB,1,0.23853253940183552,0.21221694614926923,0.23853253940183552,0.0
2025,1,2025-09-05,2025_01_KC_LAC,Los Angeles Chargers,Kansas City Chiefs,Hassan Haskins,RB,1,0.0,0.0,0.0,0.0
2025,1,2025-09-05,2025_01_KC_LAC,Los Angeles Chargers,Kansas City Chiefs,KeAndre Lambert-Smith,WR,1,0.0,0.0,0.0,0.0
2025,1,2025-09-05,2025_01_KC_LAC,Los Angeles Chargers,Kansas City Chiefs,Keenan Allen,WR,1,0.0,0.0,0.0,0.0
2025,1,2025-09-05,2025_01_KC_LAC,Los Angeles Chargers,Kansas City Chiefs,Ladd McConkey,WR,1,0.0,0.0,0.0,0.0
2025,1,2025-09-05,2025_01_KC_LAC,Los Angeles Chargers,Kansas City Chiefs,Omarion Hampton,RB,1,0.0,0.0,0.0,0.0
2025,1,2025-09-05,2025_01_KC_LAC,Los Angeles Chargers,Kansas City Chiefs,Oronde Gadsden II,TE,1,0.0,0.0,0.0,0.0
2025,1,2025-09-05,2025_01_KC_LAC,Los Angeles Chargers,Kansas City Chiefs,Quentin Johnston,WR,1,0.0,0.0,0.0,0.0
2025,1,2025-09-05,2025_01_KC_LAC,Los Angeles Chargers,Kansas City Chiefs,Scott Matlock,RB,1,0.0,0.0,0.0,0.0
2025,1,2025-09-05,2025_01_KC_LAC,Los Angeles Chargers,Kansas City Chiefs,Tre Harris,WR,1,0.0,0.0,0.0,0.0
2025,1,2025-09-05,2025_01_KC_LAC,Los Angeles Chargers,Kansas City Chiefs,Trey Lance,QB,1,0.0,0.0,0.0,0.0
2025,1,2025-09-05,2025_01_KC_LAC,Los Angeles Chargers,Kansas City Chiefs,Tucker Fisk,TE,1,0.0,0.0,0.0,0.0
2025,1,2025-09-05,2025_01_KC_LAC,Los Angeles Chargers,Kansas City Chiefs,Tyler Conklin,TE,1,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_LV_NE,Las Vegas Raiders,New England Patriots,Jakobi Meyers,WR,0,0.8414610557230681,0.568919769143477,0.0,0.8414610557230681
2025,1,2025-09-07,2025_01_LV_NE,Las Vegas Raiders,New England Patriots,Ashton Jeanty,RB,0,0.6967577931026019,0.501802051059543,0.4247358763408315,0.2720219167617704
2025,1,2025-09-07,2025_01_LV_NE,Las Vegas Raiders,New England Patriots,Brock Bowers,TE,0,0.45803801202099154,0.3674765677435978,0.0,0.45803801202099154
2025,1,2025-09-07,2025_01_LV_NE,Las Vegas Raiders,New England Patriots,Geno Smith,QB,0,0.1880322528961898,0.17141201756047475,0.1880322528961898,0.0
2025,1,2025-09-07,2025_01_LV_NE,Las Vegas Raiders,New England Patriots,Amari Cooper,WR,0,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_LV_NE,Las Vegas Raiders,New England Patriots,Dont'e Thornton Jr.,WR,0,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_LV_NE,Las Vegas Raiders,New England Patriots,Dylan Laube,RB,0,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_LV_NE,Las Vegas Raiders,New England Patriots,Ian Thomas,TE,0,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_LV_NE,Las Vegas Raiders,New England Patriots,Jack Bech,WR,0,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_LV_NE,Las Vegas Raiders,New England Patriots,Kenny Pickett,QB,0,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_LV_NE,Las Vegas Raiders,New England Patriots,Michael Mayer,TE,0,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_LV_NE,Las Vegas Raiders,New England Patriots,Raheem Mostert,RB,0,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_LV_NE,Las Vegas Raiders,New England Patriots,Tre Tucker,WR,0,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_LV_NE,Las Vegas Raiders,New England Patriots,Zamir White,RB,0,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_LV_NE,New England Patriots,Las Vegas Raiders,Stefon Diggs,WR,1,0.8298309685342882,0.563877001398803,0.0,0.8298309685342882
2025,1,2025-09-07,2025_01_LV_NE,New England Patriots,Las Vegas Raiders,Antonio Gibson,RB,1,0.8187969476513286,0.5590381643037008,0.4626158288855262,0.3561811187658024
2025,1,2025-09-07,2025_01_LV_NE,New England Patriots,Las Vegas Raiders,Hunter Henry,TE,1,0.5509811048571113,0.4236159602952254,0.0,0.5509811048571113
2025,1,2025-09-07,2025_01_LV_NE,New England Patriots,Las Vegas Raiders,Drake Maye,QB,1,0.21467329378584954,0.19319501467362254,0.21467329378584954,0.0
2025,1,2025-09-07,2025_01_LV_NE,New England Patriots,Las Vegas Raiders,Austin Hooper,TE,1,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_LV_NE,New England Patriots,Las Vegas Raiders,DeMario Douglas,WR,1,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_LV_NE,New England Patriots,Las Vegas Raiders,Efton Chism III,WR,1,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_LV_NE,New England Patriots,Las Vegas Raiders,Jack Westover,TE,1,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_LV_NE,New England Patriots,Las Vegas Raiders,Joshua Dobbs,QB,1,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_LV_NE,New England Patriots,Las Vegas Raiders,Kayshon Boutte,WR,1,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_LV_NE,New England Patriots,Las Vegas Raiders,Kyle Williams,WR,1,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_LV_NE,New England Patriots,Las Vegas Raiders,Mack Hollins,WR,1,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_LV_NE,New England Patriots,Las Vegas Raiders,Rhamondre Stevenson,RB,1,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_LV_NE,New England Patriots,Las Vegas Raiders,Tommy DeVito,QB,1,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_LV_NE,New England Patriots,Las Vegas Raiders,TreVeyon Henderson,RB,1,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_MIA_IND,Indianapolis Colts,Miami Dolphins,Anthony Gould,WR,1,0.8821032102387407,0.5860885472332249,0.0,0.8821032102387407
2025,1,2025-09-07,2025_01_MIA_IND,Indianapolis Colts,Miami Dolphins,Jonathan Taylor,RB,1,0.8114913941311481,0.5558048979928638,0.4680874184485594,0.3434039756825887
2025,1,2025-09-07,2025_01_MIA_IND,Indianapolis Colts,Miami Dolphins,Tyler Warren,TE,1,0.5548385490200712,0.4258350467920372,0.0,0.5548385490200712
2025,1,2025-09-07,2025_01_MIA_IND,Indianapolis Colts,Miami Dolphins,Daniel Jones,QB,1,0.22610574610418835,0.2023662494558376,0.22610574610418835,0.0
2025,1,2025-09-07,2025_01_MIA_IND,Indianapolis Colts,Miami Dolphins,Adonai Mitchell,WR,1,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_MIA_IND,Indianapolis Colts,Miami Dolphins,Alec Pierce,WR,1,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_MIA_IND,Indianapolis Colts,Miami Dolphins,Andrew Ogletree,TE,1,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_MIA_IND,Indianapolis Colts,Miami Dolphins,Anthony Richardson,QB,1,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_MIA_IND,Indianapolis Colts,Miami Dolphins,Ashton Dulin,WR,1,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_MIA_IND,Indianapolis Colts,Miami Dolphins,DJ Giddens,RB,1,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_MIA_IND,Indianapolis Colts,Miami Dolphins,Josh Downs,WR,1,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_MIA_IND,Indianapolis Colts,Miami Dolphins,Michael Pittman,WR,1,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_MIA_IND,Indianapolis Colts,Miami Dolphins,Mo Alie-Cox,TE,1,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_MIA_IND,Indianapolis Colts,Miami Dolphins,Riley Leonard,QB,1,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_MIA_IND,Indianapolis Colts,Miami Dolphins,Tyler Goodson,RB,1,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_MIA_IND,Indianapolis Colts,Miami Dolphins,Will Mallory,TE,1,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_MIA_IND,Miami Dolphins,Indianapolis Colts,Tyreek Hill,WR,0,1.1456613377509062,0.6819864661245765,0.0,1.1456613377509062
2025,1,2025-09-07,2025_01_MIA_IND,Miami Dolphins,Indianapolis Colts,Darren Waller,TE,0,0.686738292629394,0.49678526560193337,0.0,0.686738292629394
2025,1,2025-09-07,2025_01_MIA_IND,Miami Dolphins,Indianapolis Colts,Tua Tagovailoa,QB,0,0.21305770203475444,0.19189049369166622,0.21305770203475444,0.0
2025,1,2025-09-07,2025_01_MIA_IND,Miami Dolphins,Indianapolis Colts,Jaylen Wright,RB,0,0.208520721514521,0.1882157868701001,0.208520721514521,0.0
2025,1,2025-09-07,2025_01_MIA_IND,Miami Dolphins,Indianapolis Colts,De'Von Achane,RB,0,0.10596954699918278,0.10054796132747224,0.10596954699918278,0.0
2025,1,2025-09-07,2025_01_MIA_IND,Miami Dolphins,Indianapolis Colts,Ollie Gordon II,RB,0,0.10596954699918278,0.10054796132747224,0.10596954699918278,0.0
2025,1,2025-09-07,2025_01_MIA_IND,Miami Dolphins,Indianapolis Colts,Alec Ingold,FB,0,0.08097252400648138,0.07778097001940376,0.08097252400648138,0.0
2025,1,2025-09-07,2025_01_MIA_IND,Miami Dolphins,Indianapolis Colts,Dee Eskridge,WR,0,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_MIA_IND,Miami Dolphins,Indianapolis Colts,Jaylen Waddle,WR,0,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_MIA_IND,Miami Dolphins,Indianapolis Colts,Julian Hill,TE,0,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_MIA_IND,Miami Dolphins,Indianapolis Colts,Malik Washington,WR,0,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_MIA_IND,Miami Dolphins,Indianapolis Colts,Nick Westbrook-Ikhine,WR,0,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_MIA_IND,Miami Dolphins,Indianapolis Colts,Quinn Ewers,QB,0,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_MIA_IND,Miami Dolphins,Indianapolis Colts,Tahj Washington,WR,0,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_MIA_IND,Miami Dolphins,Indianapolis Colts,Tanner Conner,WR,0,0.0,0.0,0.0,0.0
2025,1,2025-09-07,2025_01_MIA_IND,Miami Dolphins,Indianapolis Colts,Zach Wilson,QB,0,0.0,0.0,0.0,0.0
2025,1,2025-09-08,2025_01_MIN_CHI,Chicago Bears,Minnesota Vikings,DJ Moore,WR,1,0.8906171769444493,0.5895976163155426,0.0,0.8906171769444493
2025,1,2025-09-08,2025_01_MIN_CHI,Chicago Bears,Minnesota Vikings,D'Andre Swift,RB,1,0.7433673192207911,0.5244899774119325,0.45298265452319797,0.29038466469759316
2025,1,2025-09-08,2025_01_MIN_CHI,Chicago Bears,Minnesota Vikings,Cole Kmet,TE,1,0.5336197874451785,0.41352180364513447,0.0,0.5336197874451785
2025,1,2025-09-08,2025_01_MIN_CHI,Chicago Bears,Minnesota Vikings,Caleb Williams,QB,1,0.21558333878136837,0.1939289095235609,0.21558333878136837,0.0
2025,1,2025-09-08,2025_01_MIN_CHI,Chicago Bears,Minnesota Vikings,Case Keenum,QB,1,0.0,0.0,0.0,0.0
2025,1,2025-09-08,2025_01_MIN_CHI,Chicago Bears,Minnesota Vikings,Colston Loveland,TE,1,0.0,0.0,0.0,0.0
2025,1,2025-09-08,2025_01_MIN_CHI,Chicago Bears,Minnesota Vikings,Devin Duvernay,WR,1,0.0,0.0,0.0,0.0
2025,1,2025-09-08,2025_01_MIN_CHI,Chicago Bears,Minnesota Vikings,Durham Smythe,TE,1,0.0,0.0,0.0,0.0
2025,1,2025-09-08,2025_01_MIN_CHI,Chicago Bears,Minnesota Vikings,Jahdae Walker,WR,1,0.0,0.0,0.0,0.0
2025,1,2025-09-08,2025_01_MIN_CHI,Chicago Bears,Minnesota Vikings,Kyle Monangai,RB,1,0.0,0.0,0.0,0.0
2025,1,2025-09-08,2025_01_MIN_CHI,Chicago Bears,Minnesota Vikings,Luther Burden III,WR,1,0.0,0.0,0.0,0.0
2025,1,2025-09-08,2025_01_MIN_CHI,Chicago Bears,Minnesota Vikings,Olamide Zaccheaus,WR,1,0.0,0.0,0.0,0.0
2025,1,2025-09-08,2025_01_MIN_CHI,Chicago Bears,Minnesota Vikings,Rome Odunze,WR,1,0.0,0.0,0.0,0.0
2025,1,2025-09-08,2025_01_MIN_CHI,Chicago Bears,Minnesota Vikings,Roschon Johnson,RB,1,0.0,0.0,0.0,0.0
2025,1,2025-09-08,2025_01_MIN_CHI,Chicago Bears,Minnesota Vikings,Tyson Bagent,QB,1,0.0,0.0,0.0,0.0
2025,1,2025-09-08,2025_01_MIN_CHI,Minnesota Vikings,Chicago Bears,Justin Jefferson,WR,0,0.8665254396442663,0.5795902464659924,0.0,0.8665254396442663
2025,1,2025-09-08,2025_01_MIN_CHI,Minnesota Vikings,Chicago Bears,Ty Chandler,RB,0,0.7102407278698675,0.5084741407551976,0.43205629693087677,0.2781844309389907
2025,1,2025-09-08,2025_01_MIN_CHI,Minnesota Vikings,Chicago Bears,T.J. Hockenson,TE,0,0.44918267699255376,0.3618504871884862,0.0,0.44918267699255376
2025,1,2025-09-08,2025_01_MIN_CHI,Minnesota Vikings,Chicago Bears,J.J. McCarthy,QB,0,0.189434961672954,0.17257347041526871,0.189434961672954,0.0
2025,1,2025-09-08,2025_01_MIN_CHI,Minnesota Vikings,Chicago Bears,Aaron Jones,RB,0,0.0,0.0,0.0,0.0
2025,1,2025-09-08,2025_01_MIN_CHI,Minnesota Vikings,Chicago Bears,Adam Thielen,WR,0,0.0,0.0,0.0,0.0
2025,1,2025-09-08,2025_01_MIN_CHI,Minnesota Vikings,Chicago Bears,Ben Yurosek,TE,0,0.0,0.0,0.0,0.0
